image_id,healthy,multiple_diseases,rust,scab
Test_664,0.0,0.0,1.0,0.0
Test_665,0.0,0.0,1.0,0.0
Test_666,0.0,0.0,1.0,0.0
Test_667,0.0,0.0,1.0,0.0
Test_668,0.0,0.0,1.0,0.0
Test_669,0.0,0.0,1.0,0.0
Test_670,0.0,0.0,1.0,0.0
Test_671,0.0,0.0,1.0,0.0
Test_672,0.0,0.0,1.0,0.0
Test_673,0.0,0.0,1.0,0.0
Test_674,0.0,0.0,1.0,0.0
Test_675,0.0,0.0,1.0,0.0
Test_676,0.0,0.0,1.0,0.0
Test_677,0.0,0.0,1.0,0.0
Test_678,0.0,0.0,1.0,0.0
Test_679,0.0,0.0,1.0,0.0
Test_680,0.0,0.0,1.0,0.0
Test_681,0.0,0.0,1.0,0.0
Test_682,0.0,0.0,1.0,0.0
Test_683,0.0,0.0,1.0,0.0
Test_684,0.0,0.0,1.0,0.0
Test_685,0.0,0.0,1.0,0.0
Test_686,0.0,0.0,1.0,0.0
Test_687,0.0,0.0,1.0,0.0
Test_688,0.0,0.0,1.0,0.0
Test_689,0.0,0.0,1.0,0.0
Test_690,0.0,0.0,1.0,0.0
Test_691,0.0,0.0,1.0,0.0
Test_692,0.0,0.0,1.0,0.0
Test_693,0.0,0.0,1.0,0.0
Test_694,0.0,0.0,1.0,0.0
Test_695,0.0,0.0,1.0,0.0
Test_696,0.0,0.0,1.0,0.0
Test_697,0.0,0.0,1.0,0.0
Test_698,0.0,0.0,1.0,0.0
Test_699,0.0,0.0,1.0,0.0
Test_700,0.0,0.0,1.0,0.0
Test_701,0.0,0.0,1.0,0.0
Test_702,0.0,0.0,1.0,0.0
Test_703,0.0,0.0,1.0,0.0
Test_704,0.0,0.0,1.0,0.0
Test_705,0.0,0.0,1.0,0.0
Test_706,0.0,0.0,1.0,0.0
Test_707,0.0,0.0,1.0,0.0
Test_708,0.0,0.0,1.0,0.0
Test_709,0.0,0.0,1.0,0.0
Test_710,0.0,0.0,1.0,0.0
Test_711,0.0,0.0,1.0,0.0
Test_712,0.0,0.0,1.0,0.0
Test_713,0.0,0.0,1.0,0.0
Test_714,0.0,0.0,1.0,0.0
Test_715,0.0,0.0,1.0,0.0
Test_716,0.0,0.0,1.0,0.0
Test_717,0.0,0.0,1.0,0.0
Test_718,0.0,0.0,1.0,0.0
Test_719,0.0,0.0,1.0,0.0
Test_720,0.0,0.0,1.0,0.0
Test_721,0.0,0.0,1.0,0.0
Test_722,0.0,0.0,1.0,0.0
Test_723,0.0,0.0,1.0,0.0
Test_724,0.0,0.0,1.0,0.0
Test_725,0.0,0.0,1.0,0.0
Test_726,0.0,0.0,1.0,0.0
Test_727,0.0,0.0,1.0,0.0
Test_728,0.0,0.0,1.0,0.0
Test_729,0.0,0.0,1.0,0.0
Test_730,0.0,0.0,1.0,0.0
Test_731,0.0,0.0,1.0,0.0
Test_732,0.0,0.0,1.0,0.0
Test_733,0.0,0.0,1.0,0.0
Test_734,0.0,0.0,1.0,0.0
Test_735,0.0,0.0,1.0,0.0
Test_736,0.0,0.0,1.0,0.0
Test_737,0.0,0.0,1.0,0.0
Test_738,0.0,0.0,1.0,0.0
Test_739,0.0,0.0,1.0,0.0
Test_740,0.0,0.0,1.0,0.0
Test_741,0.0,0.0,1.0,0.0
Test_742,0.0,0.0,1.0,0.0
Test_743,0.0,0.0,1.0,0.0
Test_744,0.0,0.0,1.0,0.0
Test_745,0.0,0.0,1.0,0.0
Test_746,0.0,0.0,1.0,0.0
Test_747,0.0,0.0,1.0,0.0
Test_748,0.0,0.0,1.0,0.0
Test_749,0.0,0.0,1.0,0.0
Test_750,0.0,0.0,1.0,0.0
Test_751,0.0,0.0,1.0,0.0
Test_752,0.0,0.0,1.0,0.0
Test_753,0.0,0.0,1.0,0.0
Test_754,0.0,0.0,1.0,0.0
Test_755,0.0,0.0,1.0,0.0
Test_756,0.0,0.0,1.0,0.0
Test_757,0.0,0.0,1.0,0.0
Test_758,0.0,0.0,1.0,0.0
Test_759,0.0,0.0,1.0,0.0
Test_760,0.0,0.0,1.0,0.0
Test_761,0.0,0.0,1.0,0.0
Test_762,0.0,0.0,1.0,0.0
Test_763,0.0,0.0,1.0,0.0
Test_764,0.0,0.0,1.0,0.0
Test_765,0.0,0.0,1.0,0.0
Test_766,0.0,0.0,1.0,0.0
Test_767,0.0,0.0,1.0,0.0
Test_768,0.0,0.0,1.0,0.0
Test_769,0.0,0.0,1.0,0.0
Test_770,0.0,0.0,1.0,0.0
Test_771,0.0,0.0,1.0,0.0
Test_772,0.0,0.0,1.0,0.0
Test_773,0.0,0.0,1.0,0.0
Test_774,0.0,0.0,1.0,0.0
Test_775,0.0,0.0,1.0,0.0
Test_776,0.0,0.0,1.0,0.0
Test_777,0.0,0.0,1.0,0.0
Test_778,0.0,0.0,1.0,0.0
Test_779,0.0,0.0,1.0,0.0
Test_780,0.0,0.0,1.0,0.0
Test_781,0.0,0.0,1.0,0.0
Test_782,0.0,0.0,1.0,0.0
Test_783,0.0,0.0,1.0,0.0
Test_784,0.0,0.0,1.0,0.0
Test_785,0.0,0.0,1.0,0.0
Test_786,0.0,0.0,1.0,0.0
Test_787,0.0,0.0,1.0,0.0
Test_788,0.0,0.0,1.0,0.0
Test_789,0.0,0.0,1.0,0.0
Test_790,0.0,0.0,1.0,0.0
Test_791,0.0,0.0,1.0,0.0
Test_792,0.0,0.0,1.0,0.0
Test_793,0.0,0.0,1.0,0.0
Test_794,0.0,0.0,1.0,0.0
Test_795,0.0,0.0,1.0,0.0
Test_796,0.0,0.0,1.0,0.0
Test_797,0.0,0.0,1.0,0.0
Test_798,0.0,0.0,1.0,0.0
Test_799,0.0,0.0,1.0,0.0
Test_800,0.0,0.0,1.0,0.0
Test_801,0.0,0.0,1.0,0.0
Test_802,0.0,0.0,1.0,0.0
Test_803,0.0,0.0,1.0,0.0
Test_804,0.0,0.0,1.0,0.0
Test_805,0.0,0.0,1.0,0.0
Test_806,0.0,0.0,1.0,0.0
Test_807,0.0,0.0,1.0,0.0
Test_808,0.0,0.0,1.0,0.0
Test_809,0.0,0.0,1.0,0.0
Test_810,0.0,0.0,1.0,0.0
Test_811,0.0,0.0,1.0,0.0
Test_812,0.0,0.0,1.0,0.0
Test_813,0.0,0.0,1.0,0.0
Test_814,0.0,0.0,1.0,0.0
Test_815,0.0,0.0,1.0,0.0
Test_816,0.0,0.0,1.0,0.0
Test_817,0.0,0.0,1.0,0.0
Test_818,0.0,0.0,1.0,0.0
Test_819,0.0,0.0,1.0,0.0
Test_820,0.0,0.0,1.0,0.0
Test_821,0.0,0.0,1.0,0.0
Test_822,0.0,0.0,1.0,0.0
Test_823,0.0,0.0,1.0,0.0
Test_824,0.0,0.0,1.0,0.0
Test_825,0.0,0.0,1.0,0.0
Test_826,0.0,0.0,1.0,0.0
Test_827,0.0,0.0,1.0,0.0
Test_828,0.0,0.0,1.0,0.0
Test_829,0.0,0.0,1.0,0.0
Test_830,0.0,0.0,1.0,0.0
Test_831,0.0,0.0,1.0,0.0
Test_832,0.0,0.0,1.0,0.0
Test_833,0.0,0.0,1.0,0.0
Test_834,0.0,0.0,1.0,0.0
Test_835,0.0,0.0,1.0,0.0
Test_836,0.0,0.0,1.0,0.0
Test_837,0.0,0.0,1.0,0.0
Test_838,0.0,0.0,1.0,0.0
Test_839,0.0,0.0,1.0,0.0
Test_840,0.0,0.0,1.0,0.0
Test_841,0.0,0.0,1.0,0.0
Test_842,0.0,0.0,1.0,0.0
Test_843,0.0,0.0,1.0,0.0
Test_844,0.0,0.0,1.0,0.0
Test_845,0.0,0.0,1.0,0.0
Test_846,0.0,0.0,1.0,0.0
Test_847,0.0,0.0,1.0,0.0
Test_848,0.0,0.0,1.0,0.0
Test_849,0.0,0.0,1.0,0.0
Test_850,0.0,0.0,1.0,0.0
Test_851,0.0,0.0,1.0,0.0
Test_852,0.0,0.0,1.0,0.0
Test_853,0.0,0.0,1.0,0.0
Test_854,0.0,0.0,1.0,0.0
Test_855,0.0,0.0,1.0,0.0
Test_856,0.0,0.0,1.0,0.0
Test_857,0.0,0.0,1.0,0.0
Test_858,0.0,0.0,1.0,0.0
Test_859,0.0,0.0,1.0,0.0
Test_860,0.0,0.0,1.0,0.0
Test_861,0.0,0.0,1.0,0.0
Test_862,0.0,0.0,1.0,0.0
Test_863,0.0,0.0,1.0,0.0
Test_864,0.0,0.0,1.0,0.0
Test_865,0.0,0.0,1.0,0.0
Test_866,0.0,0.0,1.0,0.0
Test_867,0.0,0.0,1.0,0.0
Test_868,0.0,0.0,1.0,0.0
Test_869,0.0,0.0,1.0,0.0
Test_870,0.0,0.0,1.0,0.0
Test_871,0.0,0.0,1.0,0.0
Test_872,0.0,0.0,1.0,0.0
Test_873,0.0,0.0,1.0,0.0
Test_874,0.0,0.0,1.0,0.0
Test_875,0.0,0.0,1.0,0.0
Test_876,0.0,0.0,1.0,0.0
Test_877,0.0,0.0,1.0,0.0
Test_878,0.0,0.0,1.0,0.0
Test_879,0.0,0.0,1.0,0.0
Test_880,0.0,0.0,1.0,0.0
Test_881,0.0,0.0,1.0,0.0
Test_882,0.0,0.0,1.0,0.0
Test_883,0.0,0.0,1.0,0.0
Test_884,0.0,0.0,1.0,0.0
Test_885,0.0,0.0,1.0,0.0
Test_886,0.0,0.0,1.0,0.0
Test_887,0.0,0.0,1.0,0.0
Test_888,0.0,0.0,1.0,0.0
Test_889,0.0,0.0,1.0,0.0
Test_890,0.0,0.0,1.0,0.0
Test_891,0.0,0.0,1.0,0.0
Test_892,0.0,0.0,1.0,0.0
Test_893,0.0,0.0,1.0,0.0
Test_894,0.0,0.0,1.0,0.0
Test_895,0.0,0.0,1.0,0.0
Test_896,0.0,0.0,1.0,0.0
Test_897,0.0,0.0,1.0,0.0
Test_898,0.0,0.0,1.0,0.0
Test_899,0.0,0.0,1.0,0.0
Test_900,0.0,0.0,1.0,0.0
Test_901,0.0,0.0,1.0,0.0
Test_902,0.0,0.0,1.0,0.0
Test_903,0.0,0.0,1.0,0.0
Test_904,0.0,0.0,1.0,0.0
Test_905,0.0,0.0,1.0,0.0
Test_906,0.0,0.0,1.0,0.0
Test_907,0.0,0.0,1.0,0.0
Test_908,0.0,0.0,1.0,0.0
Test_909,0.0,0.0,1.0,0.0
Test_910,0.0,0.0,1.0,0.0
Test_911,0.0,0.0,1.0,0.0
Test_912,0.0,0.0,1.0,0.0
Test_913,0.0,0.0,1.0,0.0
Test_914,0.0,0.0,1.0,0.0
Test_915,0.0,0.0,1.0,0.0
Test_916,0.0,0.0,1.0,0.0
Test_917,0.0,0.0,1.0,0.0
Test_918,0.0,0.0,1.0,0.0
Test_919,0.0,0.0,1.0,0.0
Test_920,0.0,0.0,1.0,0.0
Test_921,0.0,0.0,1.0,0.0
Test_922,0.0,0.0,1.0,0.0
Test_923,0.0,0.0,1.0,0.0
Test_924,0.0,0.0,1.0,0.0
Test_925,0.0,0.0,1.0,0.0
Test_926,0.0,0.0,1.0,0.0
Test_927,0.0,0.0,1.0,0.0
Test_928,0.0,0.0,1.0,0.0
Test_929,0.0,0.0,1.0,0.0
Test_930,0.0,0.0,1.0,0.0
Test_931,0.0,0.0,1.0,0.0
Test_932,0.0,0.0,1.0,0.0
Test_933,0.0,0.0,1.0,0.0
Test_934,0.0,0.0,1.0,0.0
Test_935,0.0,0.0,1.0,0.0
Test_936,0.0,0.0,1.0,0.0
Test_937,0.0,0.0,1.0,0.0
Test_938,0.0,0.0,1.0,0.0
Test_939,0.0,0.0,1.0,0.0
Test_940,0.0,0.0,1.0,0.0
Test_941,0.0,0.0,1.0,0.0
Test_942,0.0,0.0,1.0,0.0
Test_943,0.0,0.0,1.0,0.0
Test_944,0.0,0.0,1.0,0.0
Test_945,0.0,0.0,1.0,0.0
Test_946,0.0,0.0,1.0,0.0
Test_947,0.0,0.0,1.0,0.0
Test_948,0.0,0.0,1.0,0.0
Test_949,0.0,0.0,1.0,0.0
Test_950,0.0,0.0,1.0,0.0
Test_951,0.0,0.0,1.0,0.0
Test_952,0.0,0.0,1.0,0.0
Test_953,0.0,0.0,1.0,0.0
Test_954,0.0,0.0,1.0,0.0
Test_955,0.0,0.0,1.0,0.0
Test_956,0.0,0.0,1.0,0.0
Test_957,0.0,0.0,1.0,0.0
Test_958,0.0,0.0,1.0,0.0
Test_959,0.0,0.0,1.0,0.0
Test_960,0.0,0.0,1.0,0.0
Test_961,0.0,0.0,1.0,0.0
Test_962,0.0,0.0,1.0,0.0
Test_963,0.0,0.0,1.0,0.0
Test_964,0.0,0.0,1.0,0.0
Test_965,0.0,0.0,1.0,0.0
Test_966,0.0,0.0,1.0,0.0
Test_967,0.0,0.0,1.0,0.0
Test_968,0.0,0.0,1.0,0.0
Test_969,0.0,0.0,1.0,0.0
Test_970,0.0,0.0,1.0,0.0
Test_971,0.0,0.0,1.0,0.0
Test_972,0.0,0.0,1.0,0.0
Test_973,0.0,0.0,1.0,0.0
Test_974,0.0,0.0,1.0,0.0
Test_975,0.0,0.0,1.0,0.0
Test_976,0.0,0.0,1.0,0.0
Test_977,0.0,0.0,1.0,0.0
Test_978,0.0,0.0,1.0,0.0
Test_979,0.0,0.0,1.0,0.0
Test_980,0.0,0.0,1.0,0.0
Test_981,0.0,0.0,1.0,0.0
Test_982,0.0,0.0,1.0,0.0
Test_983,0.0,0.0,1.0,0.0
Test_984,0.0,0.0,1.0,0.0
Test_985,0.0,0.0,1.0,0.0
Test_986,0.0,0.0,1.0,0.0
Test_987,0.0,0.0,1.0,0.0
Test_988,0.0,0.0,1.0,0.0
Test_989,0.0,0.0,1.0,0.0
Test_990,0.0,0.0,1.0,0.0
Test_991,0.0,0.0,1.0,0.0
Test_992,0.0,0.0,1.0,0.0
Test_993,0.0,0.0,1.0,0.0
Test_994,0.0,0.0,1.0,0.0
Test_995,0.0,0.0,1.0,0.0
Test_996,0.0,0.0,1.0,0.0
Test_997,0.0,0.0,1.0,0.0
Test_998,0.0,0.0,1.0,0.0
Test_999,0.0,0.0,1.0,0.0
Test_1000,0.0,0.0,1.0,0.0
Test_1001,0.0,0.0,1.0,0.0
Test_1002,0.0,0.0,1.0,0.0
Test_1003,0.0,0.0,1.0,0.0
Test_1004,0.0,0.0,1.0,0.0
Test_1005,0.0,0.0,1.0,0.0
Test_1006,0.0,0.0,1.0,0.0
Test_1007,0.0,0.0,1.0,0.0
Test_1008,0.0,0.0,1.0,0.0
Test_1009,0.0,0.0,1.0,0.0
Test_1010,0.0,0.0,1.0,0.0
Test_1011,0.0,0.0,1.0,0.0
Test_1012,0.0,0.0,1.0,0.0
Test_1013,0.0,0.0,1.0,0.0
Test_1014,0.0,0.0,1.0,0.0
Test_1015,0.0,0.0,1.0,0.0
Test_1016,0.0,0.0,1.0,0.0
Test_1017,0.0,0.0,1.0,0.0
Test_1018,0.0,0.0,1.0,0.0
Test_1019,0.0,0.0,1.0,0.0
Test_1020,0.0,0.0,1.0,0.0
Test_1021,0.0,0.0,1.0,0.0
Test_1022,0.0,0.0,1.0,0.0
Test_1023,0.0,0.0,1.0,0.0
Test_1024,0.0,0.0,1.0,0.0
Test_1025,0.0,0.0,1.0,0.0
Test_1026,0.0,0.0,1.0,0.0
Test_1027,0.0,0.0,1.0,0.0
Test_1028,0.0,0.0,1.0,0.0
Test_1029,0.0,0.0,1.0,0.0
Test_1030,0.0,0.0,1.0,0.0
Test_1031,0.0,0.0,1.0,0.0
Test_1032,0.0,0.0,1.0,0.0
Test_1033,0.0,0.0,1.0,0.0
Test_1034,0.0,0.0,1.0,0.0
Test_1035,0.0,0.0,1.0,0.0
Test_1036,0.0,0.0,1.0,0.0
Test_1037,0.0,0.0,1.0,0.0
Test_1038,0.0,0.0,1.0,0.0
Test_1039,0.0,0.0,1.0,0.0
Test_1040,0.0,0.0,1.0,0.0
Test_1041,0.0,0.0,1.0,0.0
Test_1042,0.0,0.0,1.0,0.0
Test_1043,0.0,0.0,1.0,0.0
Test_1044,0.0,0.0,1.0,0.0
Test_1045,0.0,0.0,1.0,0.0
Test_1046,0.0,0.0,1.0,0.0
Test_1047,0.0,0.0,1.0,0.0
Test_1048,0.0,0.0,1.0,0.0
Test_1049,0.0,0.0,1.0,0.0
Test_1050,0.0,0.0,1.0,0.0
Test_1051,0.0,0.0,1.0,0.0
Test_1052,0.0,0.0,1.0,0.0
Test_1053,0.0,0.0,1.0,0.0
Test_1054,0.0,0.0,1.0,0.0
Test_1055,0.0,0.0,1.0,0.0
Test_1056,0.0,0.0,1.0,0.0
Test_1057,0.0,0.0,1.0,0.0
Test_1058,0.0,0.0,1.0,0.0
Test_1059,0.0,0.0,1.0,0.0
Test_1060,0.0,0.0,1.0,0.0
Test_1061,0.0,0.0,1.0,0.0
Test_1062,0.0,0.0,1.0,0.0
Test_1063,0.0,0.0,1.0,0.0
Test_1064,0.0,0.0,1.0,0.0
Test_1065,0.0,0.0,1.0,0.0
Test_1066,0.0,0.0,1.0,0.0
Test_1067,0.0,0.0,1.0,0.0
Test_1068,0.0,0.0,1.0,0.0
Test_1069,0.0,0.0,1.0,0.0
Test_1070,0.0,0.0,1.0,0.0
Test_1071,0.0,0.0,1.0,0.0
Test_1072,0.0,0.0,1.0,0.0
Test_1073,0.0,0.0,1.0,0.0
Test_1074,0.0,0.0,1.0,0.0
Test_1075,0.0,0.0,1.0,0.0
Test_1076,0.0,0.0,1.0,0.0
Test_1077,0.0,0.0,1.0,0.0
Test_1078,0.0,0.0,1.0,0.0
Test_1079,0.0,0.0,1.0,0.0
Test_1080,0.0,0.0,1.0,0.0
Test_1081,0.0,0.0,1.0,0.0
Test_1082,0.0,0.0,1.0,0.0
Test_1083,0.0,0.0,1.0,0.0
Test_1084,0.0,0.0,1.0,0.0
Test_1085,0.0,0.0,1.0,0.0
Test_1086,0.0,0.0,1.0,0.0
Test_1087,0.0,0.0,1.0,0.0
Test_1088,0.0,0.0,1.0,0.0
Test_1089,0.0,0.0,1.0,0.0
Test_1090,0.0,0.0,1.0,0.0
Test_1091,0.0,0.0,1.0,0.0
Test_1092,0.0,0.0,1.0,0.0
Test_1093,0.0,0.0,1.0,0.0
Test_1094,0.0,0.0,1.0,0.0
Test_1095,0.0,0.0,1.0,0.0
Test_1096,0.0,0.0,1.0,0.0
Test_1097,0.0,0.0,1.0,0.0
Test_1098,0.0,0.0,1.0,0.0
Test_1099,0.0,0.0,1.0,0.0
Test_1100,0.0,0.0,1.0,0.0
Test_1101,0.0,0.0,1.0,0.0
Test_1102,0.0,0.0,1.0,0.0
Test_1103,0.0,0.0,1.0,0.0
Test_1104,0.0,0.0,1.0,0.0
Test_1105,0.0,0.0,1.0,0.0
Test_1106,0.0,0.0,1.0,0.0
Test_1107,0.0,0.0,1.0,0.0
Test_1108,0.0,0.0,1.0,0.0
Test_1109,0.0,0.0,1.0,0.0
Test_1110,0.0,0.0,1.0,0.0
Test_1111,0.0,0.0,1.0,0.0
Test_1112,0.0,0.0,1.0,0.0
Test_1113,0.0,0.0,1.0,0.0
Test_1114,0.0,0.0,1.0,0.0
Test_1115,0.0,0.0,1.0,0.0
Test_1116,0.0,0.0,1.0,0.0
Test_1117,0.0,0.0,1.0,0.0
Test_1118,0.0,0.0,1.0,0.0
Test_1119,0.0,0.0,1.0,0.0
Test_1120,0.0,0.0,1.0,0.0
Test_1121,0.0,0.0,1.0,0.0
Test_1122,0.0,0.0,1.0,0.0
Test_1123,0.0,0.0,1.0,0.0
Test_1124,0.0,0.0,1.0,0.0
Test_1125,0.0,0.0,1.0,0.0
Test_1126,0.0,0.0,1.0,0.0
Test_1127,0.0,0.0,1.0,0.0
Test_1128,0.0,0.0,1.0,0.0
Test_1129,0.0,0.0,1.0,0.0
Test_1130,0.0,0.0,1.0,0.0
Test_1131,0.0,0.0,1.0,0.0
Test_1132,0.0,0.0,1.0,0.0
Test_1133,0.0,0.0,1.0,0.0
Test_1134,0.0,0.0,1.0,0.0
Test_1135,0.0,0.0,1.0,0.0
Test_1136,0.0,0.0,1.0,0.0
Test_1137,0.0,0.0,1.0,0.0
Test_1138,0.0,0.0,1.0,0.0
Test_1139,0.0,0.0,1.0,0.0
Test_1140,0.0,0.0,1.0,0.0
Test_1141,0.0,0.0,1.0,0.0
Test_1142,0.0,0.0,1.0,0.0
Test_1143,0.0,0.0,1.0,0.0
Test_1144,0.0,0.0,1.0,0.0
Test_1145,0.0,0.0,1.0,0.0
Test_1146,0.0,0.0,1.0,0.0
Test_1147,0.0,0.0,1.0,0.0
Test_1148,0.0,0.0,1.0,0.0
Test_1149,0.0,0.0,1.0,0.0
Test_1150,0.0,0.0,1.0,0.0
Test_1151,0.0,0.0,1.0,0.0
Test_1152,0.0,0.0,1.0,0.0
Test_1153,0.0,0.0,1.0,0.0
Test_1154,0.0,0.0,1.0,0.0
Test_1155,0.0,0.0,1.0,0.0
Test_1156,0.0,0.0,1.0,0.0
Test_1157,0.0,0.0,1.0,0.0
Test_1158,0.0,0.0,1.0,0.0
Test_1159,0.0,0.0,1.0,0.0
Test_1160,0.0,0.0,1.0,0.0
Test_1161,0.0,0.0,1.0,0.0
Test_1162,0.0,0.0,1.0,0.0
Test_1163,0.0,0.0,1.0,0.0
Test_1164,0.0,0.0,1.0,0.0
Test_1165,0.0,0.0,1.0,0.0
Test_1166,0.0,0.0,1.0,0.0
Test_1167,0.0,0.0,1.0,0.0
Test_1168,0.0,0.0,1.0,0.0
Test_1169,0.0,0.0,1.0,0.0
Test_1170,0.0,0.0,1.0,0.0
Test_1171,0.0,0.0,1.0,0.0
Test_1172,0.0,0.0,1.0,0.0
Test_1173,0.0,0.0,1.0,0.0
Test_1174,0.0,0.0,1.0,0.0
Test_1175,0.0,0.0,1.0,0.0
Test_1176,0.0,0.0,1.0,0.0
Test_1177,0.0,0.0,1.0,0.0
Test_1178,0.0,0.0,1.0,0.0
Test_1179,0.0,0.0,1.0,0.0
Test_1180,0.0,0.0,1.0,0.0
Test_1181,0.0,0.0,1.0,0.0
Test_1182,0.0,0.0,1.0,0.0
Test_1183,0.0,0.0,1.0,0.0
Test_1184,0.0,0.0,1.0,0.0
Test_1185,0.0,0.0,1.0,0.0
Test_1186,0.0,0.0,1.0,0.0
Test_1187,0.0,0.0,1.0,0.0
Test_1188,0.0,0.0,1.0,0.0
Test_1189,0.0,0.0,1.0,0.0
Test_1190,0.0,0.0,1.0,0.0
Test_1191,0.0,0.0,1.0,0.0
Test_1192,0.0,0.0,1.0,0.0
Test_1193,0.0,0.0,1.0,0.0
Test_1194,0.0,0.0,1.0,0.0
Test_1195,0.0,0.0,1.0,0.0
Test_1196,0.0,0.0,1.0,0.0
Test_1197,0.0,0.0,1.0,0.0
Test_1198,0.0,0.0,1.0,0.0
Test_1199,0.0,0.0,1.0,0.0
Test_1200,0.0,0.0,1.0,0.0
Test_1201,0.0,0.0,1.0,0.0
Test_1202,0.0,0.0,1.0,0.0
Test_1203,0.0,0.0,1.0,0.0
Test_1204,0.0,0.0,1.0,0.0
Test_1205,0.0,0.0,1.0,0.0
Test_1206,0.0,0.0,1.0,0.0
Test_1207,0.0,0.0,1.0,0.0
Test_1208,0.0,0.0,1.0,0.0
Test_1209,0.0,0.0,1.0,0.0
Test_1210,0.0,0.0,1.0,0.0
Test_1211,0.0,0.0,1.0,0.0
Test_1212,0.0,0.0,1.0,0.0
Test_1213,0.0,0.0,1.0,0.0
Test_1214,0.0,0.0,1.0,0.0
Test_1215,0.0,0.0,1.0,0.0
Test_1216,0.0,0.0,1.0,0.0
Test_1217,0.0,0.0,1.0,0.0
Test_1218,0.0,0.0,1.0,0.0
Test_1219,0.0,0.0,1.0,0.0
Test_1220,0.0,0.0,1.0,0.0
Test_1221,0.0,0.0,1.0,0.0
Test_1222,0.0,0.0,1.0,0.0
Test_1223,0.0,0.0,1.0,0.0
Test_1224,0.0,0.0,1.0,0.0
Test_1225,0.0,0.0,1.0,0.0
Test_1226,0.0,0.0,1.0,0.0
Test_1227,0.0,0.0,1.0,0.0
Test_1228,0.0,0.0,1.0,0.0
Test_1229,0.0,0.0,1.0,0.0
Test_1230,0.0,0.0,1.0,0.0
Test_1231,0.0,0.0,1.0,0.0
Test_1232,0.0,0.0,1.0,0.0
Test_1233,0.0,0.0,1.0,0.0
Test_1234,0.0,0.0,1.0,0.0
Test_1235,0.0,0.0,1.0,0.0
Test_1236,0.0,0.0,1.0,0.0
Test_1237,0.0,0.0,1.0,0.0
Test_1238,0.0,0.0,1.0,0.0
Test_1239,0.0,0.0,1.0,0.0
Test_1240,0.0,0.0,1.0,0.0
Test_1241,0.0,0.0,1.0,0.0
Test_1242,0.0,0.0,1.0,0.0
Test_1243,0.0,0.0,1.0,0.0
Test_1244,0.0,0.0,1.0,0.0
Test_1245,0.0,0.0,1.0,0.0
Test_1246,0.0,0.0,1.0,0.0
Test_1247,0.0,0.0,1.0,0.0
Test_1248,0.0,0.0,1.0,0.0
Test_1249,0.0,0.0,1.0,0.0
Test_1250,0.0,0.0,1.0,0.0
Test_1251,0.0,0.0,1.0,0.0
Test_1252,0.0,0.0,1.0,0.0
Test_1253,0.0,0.0,1.0,0.0
Test_1254,0.0,0.0,1.0,0.0
Test_1255,0.0,0.0,1.0,0.0
Test_1256,0.0,0.0,1.0,0.0
Test_1257,0.0,0.0,1.0,0.0
Test_1258,0.0,0.0,1.0,0.0
Test_1259,0.0,0.0,1.0,0.0
Test_1260,0.0,0.0,1.0,0.0
Test_1261,0.0,0.0,1.0,0.0
Test_1262,0.0,0.0,1.0,0.0
Test_1263,0.0,0.0,1.0,0.0
Test_1264,0.0,0.0,1.0,0.0
Test_1265,0.0,0.0,1.0,0.0
Test_1266,0.0,0.0,1.0,0.0
Test_1267,0.0,0.0,1.0,0.0
Test_1268,0.0,0.0,1.0,0.0
Test_1269,0.0,0.0,1.0,0.0
Test_1270,0.0,0.0,1.0,0.0
Test_1271,0.0,0.0,1.0,0.0
Test_1272,0.0,0.0,1.0,0.0
Test_1273,0.0,0.0,1.0,0.0
Test_1274,0.0,0.0,1.0,0.0
Test_1275,0.0,0.0,1.0,0.0
Test_1276,0.0,0.0,1.0,0.0
Test_1277,0.0,0.0,1.0,0.0
Test_1278,0.0,0.0,1.0,0.0
Test_1279,0.0,0.0,1.0,0.0
Test_1280,0.0,0.0,1.0,0.0
Test_1281,0.0,0.0,1.0,0.0
Test_1282,0.0,0.0,1.0,0.0
Test_1283,0.0,0.0,1.0,0.0
Test_1284,0.0,0.0,1.0,0.0
Test_1285,0.0,0.0,1.0,0.0
Test_1286,0.0,0.0,1.0,0.0
Test_1287,0.0,0.0,1.0,0.0
Test_1288,0.0,0.0,1.0,0.0
Test_1289,0.0,0.0,1.0,0.0
Test_1290,0.0,0.0,1.0,0.0
Test_1291,0.0,0.0,1.0,0.0
Test_1292,0.0,0.0,1.0,0.0
Test_1293,0.0,0.0,1.0,0.0
Test_1294,0.0,0.0,1.0,0.0
Test_1295,0.0,0.0,1.0,0.0
Test_1296,0.0,0.0,1.0,0.0
Test_1297,0.0,0.0,1.0,0.0
Test_1298,0.0,0.0,1.0,0.0
Test_1299,0.0,0.0,1.0,0.0
Test_1300,0.0,0.0,1.0,0.0
Test_1301,0.0,0.0,1.0,0.0
Test_1302,0.0,0.0,1.0,0.0
Test_1303,0.0,0.0,1.0,0.0
Test_1304,0.0,0.0,1.0,0.0
Test_1305,0.0,0.0,1.0,0.0
Test_1306,0.0,0.0,1.0,0.0
Test_1307,0.0,0.0,1.0,0.0
Test_1308,0.0,0.0,1.0,0.0
Test_1309,0.0,0.0,1.0,0.0
Test_1310,0.0,0.0,1.0,0.0
Test_1311,0.0,0.0,1.0,0.0
Test_1312,0.0,0.0,1.0,0.0
Test_1313,0.0,0.0,1.0,0.0
